name,business_id,city,state,stars,categories
Harvest Moon Craft Kitchen,h8f3TrNrE_auk70PK9frvQ,Canal Winchester,OH,3.5,"Event Planning & Services, American (New), Food, Beer, Wine & Spirits, Party & Event Planning, Restaurants, Coffee & Tea"
Burger King,KqhWbVe22ho8QAL588TEIw,Kissimmee,FL,1.5,"Restaurants, Fast Food, Burgers, Hot Dogs, Chinese"
Thai Ginger,mLn8qCphHL02NFJH39pTwQ,Portland,OR,4.0,"Restaurants, Salad, Seafood, Thai"
Little Caesars,V33lSHDnjQ38caJG-ByHxA,Atlanta,GA,3.0,"Food, Pizza, Restaurants"
Kt's Deli,_kJy37DwDNcDyqGPRBhVrA,Austin,TX,4.5,"Restaurants, American (New), Breakfast & Brunch, Southern"
Boxer Bento,0EnO-05uOK-b4O5HoJZX7Q,Portland,OR,4.0,"Japanese, Restaurants"
Sage Hill Inn and Spa,Tttrd51BDhVkKM7xggd52Q,Kyle,TX,4.5,"Bed & Breakfast, Wedding Chapels, American (Traditional), Restaurants, Diners, Hotels & Travel, Hotels, American (New), Beauty & Spas, Venues & Event Spaces, Day Spas, Event Planning & Services"
Wendy's,2bX1tSpc51CLMqhIzCBErA,Grove City,OH,3.0,"Restaurants, Fast Food, Burgers"
Dragon Village,9RTgJLwZkbKHivuvUrtrlg,Pataskala,OH,4.0,"Chinese, Restaurants"
Wendy's,qJ0CVUAslbJlg1PmpeM5lg,Sanford,FL,1.5,"Burgers, Restaurants, Fast Food"
Miller's Ale House - Winter Park Village,IYkSwz3zWEGHFe-6ZgwVoQ,Winter Park,FL,3.0,"Food, Nightlife, Bars, Seafood, Sports Bars, Restaurants, American (Traditional), American (New)"
Rí Rá Irish Pub,7Gub6fxNR1kkPp2MKm2ikw,Atlanta,GA,3.5,"Nightlife, Irish, Restaurants, Bars, Food, Fish & Chips, Pubs, Beer, Wine & Spirits"
Hula Poke,eWkyc2HNeqOADn3C0Oi-Ww,Vancouver,BC,3.5,"Hawaiian, Restaurants, Food, Poke"
Bev Jerk Center,MtP2vdg9Xh5iGHzn2SDX7A,Tucker,GA,2.5,"Restaurants, Caribbean"
Tikka n Kabab,j5YHWK8x_-RHjuuEuUjG9g,Hilliard,OH,3.5,"Restaurants, Chinese, Indian"
JuiceLand,LDSgm-r6Se7nXDumUciiJA,Austin,TX,4.0,"Food, Restaurants, Juice Bars & Smoothies, Vegan"
Tokyo Sushi Hibachi,q97es9lXq4EDswJ-BCBaqg,Apopka,FL,4.0,"Restaurants, Steakhouses, Asian Fusion, Sushi Bars"
Sixth Street Grill,D2rMY2bbs4bfi0FbrOTVxQ,New Westminster,BC,3.5,"American (Traditional), Fish & Chips, Restaurants, Comfort Food, Diners, Burgers, Breakfast & Brunch"
James Snacks,9VPzKycFJAuq0C0GB1rPHQ,Richmond,BC,4.5,"Chinese, Food Court, Restaurants"
SA PA,V5FXfifQsgp84XFPsWIa9Q,Boston,MA,3.0,"Food, Specialty Food, Vietnamese, Restaurants"
Panera Bread,7rkFNmbI2mA_Pa14gfGJfQ,Tigard,OR,3.0,"Salad, Sandwiches, Restaurants, Delis, Soup"
Burger King,bE_H_R7j5-staj2u2xRwHw,Austin,TX,2.0,"Restaurants, Burgers, Fast Food"
Game Changer Sports Bar,-oP2pXTjloiCDAdold0bkg,Atlanta,GA,4.5,"Nightlife, Bars, Sports Bars, Pubs"
Kins Dining,x09efcVl5WCcrChXpHKSJQ,Austin,TX,4.0,"Mexican, Tacos, Waffles, Community Service/Non-Profit, Breakfast & Brunch, Salad, Restaurants, Local Services, Buffets, Food, Do-It-Yourself Food"
DFG Noodles,mZhzpsccFPC4Q_4Sc9xrHA,Austin,TX,4.0,"Singaporean, Noodles, Food, Fast Food, Chinese, Restaurants, Asian Fusion, Malaysian, Food Trucks"
Firehouse Subs,pEIbXJi2DxjLXeYaWww3dw,Smyrna,GA,3.0,"Delis, Fast Food, Sandwiches, Restaurants"
Firehouse Subs,V_jgeVJEQYuSKpXbpMRcCA,Kissimmee,FL,4.0,"Fast Food, Restaurants, Sandwiches, Delis"
Mashita Teriyaki,Bej2lVgmxE6mykLDnOTcrg,Tigard,OR,3.0,"Restaurants, Japanese"
Donatos Pizza,kpNfeWY6phS2YRVzQSevZg,Hilliard,OH,2.5,"Salad, Restaurants, Pizza, Sandwiches"
Hong Kong Restaurant,09rLuHIIojQzItJil-Xw1A,Columbus,OH,3.5,"Chinese, Restaurants"
Church's Chicken,MN8DMELzFGPgHMeK0zBC1Q,Atlanta,GA,1.5,"Fast Food, Restaurants, American (New), Chicken Wings, Breakfast & Brunch, Chicken Shop"
The Reserve,zMDMx_QggIRrxF4jz0eJSw,Boston,MA,3.0,"Bars, American (New), Cocktail Bars, Soup, Restaurants, Sandwiches, Nightlife"
FOMO Chicken,liamJHgg0WkWEbjOzjs5iw,Portland,OR,4.5,"Korean, Food Trucks, Restaurants, Food, Chicken Shop"
JOEY Shipyards,fkyvSfVYXHlG6nHRTBhsdA,North Vancouver,BC,4.5,"Canadian (New), Restaurants"
Fat Fish Blue,x1EkH8-5M0EzMKbDJ5z2ZA,Orlando,FL,2.5,"Cajun/Creole, Restaurants"
Peaked Pies,E1W37ovBz6IVo5SEHVfD0g,Vancouver,BC,4.5,"Bakeries, Coffee & Tea, Restaurants, Australian, Food, Fast Food"
Newcomb's Cafe at Montilio’s,tvE5un65OmZ33Yg5nrTgkA,Braintree,MA,4.0,"Breakfast & Brunch, American (New), Restaurants, Seafood"
Huckleberry,0s4aP2sVse9lZSXqV4YgUQ,Austin,TX,4.0,"Event Planning & Services, Party & Event Planning, Personal Chefs, Seafood, Restaurants, Caterers, Food, Food Trucks, Southern"
Muchas Gracias,M5uPbOQKi_FxCsxK0Bfzow,Vancouver,WA,3.5,"Mexican, Restaurants, Fast Food"
High Velocity,yjIvsWXZlTOl0Dl7kaG_eQ,Orlando,FL,3.0,"American (Traditional), Bars, Nightlife, Restaurants, Sports Bars"
Chicken Salad Chick,c7c6qpMGrTGk9ywRMPEg8Q,Westerville,OH,4.5,"Sandwiches, Southern, Chicken Shop, Restaurants"
Jimmy Hula's Downtown Orlando,S_wyTuxj7bODZq8IBinTzw,Orlando,FL,3.5,"Beer, Wine & Spirits, Beer Bar, Wine Bars, Hawaiian, American (Traditional), American (New), Tacos, Bars, Restaurants, Mexican, Nightlife, Food"
Panda Express,p3dR8xcFxGgjMI3u4bQSpg,Altamonte Springs,FL,3.0,"Fast Food, Restaurants, Chinese"
SquareRut Kava Bar,LdYVnDIHULT7sdrF7QbHpg,Austin,TX,4.5,"Cafes, Social Clubs, Restaurants, Nightlife, Lounges, Arts & Entertainment, Bars"
Spirits on Jefferson,qK0yZSPxdi48NHXBWJ0mVA,Milwaukie,OR,3.5,"Soup, Nightlife, American (Traditional), Bars, American (New), Restaurants"
Hyde Park Prime Steakhouse,F3N4XgvVa7dDciLllPs6eg,Columbus,OH,4.0,"Restaurants, Steakhouses"
Taco Bell,XlqwLeGbz33dGGQZQFAf5g,Dripping Springs,TX,2.5,"Restaurants, Tex-Mex, Tacos, Mexican, Breakfast & Brunch, Fast Food"
Sushi Modo,epEzCF-8lFBScD2bH2JQAA,Burnaby,BC,4.5,"Sushi Bars, Japanese, Restaurants, Asian Fusion"
The Draft House,ifLA89m_bAu0cyxPN3h52A,Orange City,FL,4.5,"Salad, Bars, American (Traditional), Restaurants, Breakfast & Brunch, Pubs, Nightlife"
China Wok,nxa5SMOsvvB4rdldsiSlQA,Orlando,FL,3.0,"Chinese, Restaurants"
Dominos Pizza,UF6e5afPcpUFFgX2G0YOjw,Lynn,MA,1.5,"Sandwiches, Pizza, Restaurants, Chicken Wings"
Musashino Sushi Dokoro,08wLD2pUdZV73zHywMpREA,Austin,TX,4.0,"Sushi Bars, Desserts, Japanese, Food, Restaurants"
Cask & Larder,ks1ld_fhlvGutpOHF5y7nA,Orlando,FL,3.5,"Bars, Food, American (New), Southern, Nightlife, Restaurants, Convenience Stores"
Panda Express,Klx35uo2nXmlbVg9WV8sfA,Austin,TX,1.5,"Restaurants, Chinese, Fast Food"
Genki Ya - Somerville,q8ke3Zav8kTUTGl-PB3qCQ,Somerville,MA,3.5,"Restaurants, Sushi Bars, Japanese Curry, Japanese"
Oxford Suites Portland,I4tdCnIN8mjxhlDuOspkBA,Portland,OR,4.0,"Hotels, Hotels & Travel, Food, Event Planning & Services, Restaurants"
Mikado,Hm3shG_eeOwHMuiKrdhB1g,Beverly,MA,3.5,"Japanese, Restaurants, Chinese, Asian Fusion, Food"
Austin's Pizza- William Cannon,0mWeENbi_K6quJScN79VAQ,Austin,TX,3.0,"Pizza, Restaurants"
Chinatown Cafe,g3OJi94JTYhIoEwqNfhI8g,Boston,MA,4.0,"Chinese, Restaurants"
Lil' Mama's Corner Cafe,8rLbdgrOTFmNXg-NpxwV_A,Austin,TX,4.0,"Cafes, Food, Coffee & Tea, Restaurants, Bakeries"
In The Game Peabody,5yv4RdbeVXKZR3Y9i8LJTw,Peabody,MA,3.5,"Arcades, Event Planning & Services, Venues & Event Spaces, Active Life, Restaurants, American (Traditional), Arts & Entertainment, Laser Tag"
New Express Pizza,pbg1Q1i06wxtn6BG9gb8VA,Surrey,BC,2.0,"Pizza, Restaurants"
Dot's Diner On the Hill,CWBRQ3wnWS5drGydbvSx9Q,Boulder,CO,4.0,"Restaurants, Breakfast & Brunch, Diners"
Malone Specialty Coffee Roastery,N0ImFAsCfdDSQQekGrKkHw,Austin,TX,4.0,"Shopping, Food Trucks, Coffee & Tea, Restaurants, Breakfast & Brunch, Pop-up Shops, Coffee Roasteries, Food"
Indian Bayleaf,JBwmjr77f4xHLpppKFTm5A,Vancouver,BC,4.0,"Restaurants, Halal, Indian"
Loz Takos,2zYfeL6iqah9KH2216S3HQ,Coquitlam,BC,3.0,"Mexican, Latin American, Restaurants, Tex-Mex"
Cherbourg Bakery,XOYYhuvthdL8PVMGR1J2hw,Bexley,OH,5.0,"Donuts, Gluten-Free, Bakeries, Food, Restaurants"
The Charles Hotel,PmnIrliSIYc_0L5fWUhbKA,Cambridge,MA,4.0,"Event Planning & Services, Restaurants, Hotels, Active Life, Hotels & Travel, Venues & Event Spaces, Party & Event Planning, Skating Rinks"
Giorgio's Restaurant,dAbqj8yCD7L9jOvcu-H_vg,Portland,OR,4.0,"Restaurants, Italian"
Tim Hortons,VVGaz3puaoe3G3DBITWJJQ,Vancouver,BC,2.5,"Restaurants, Fast Food, Bakeries, Food, Coffee & Tea"
Mumbo Gumbo PDX,9cGMeGzjfhH85M-Bp9rY9Q,Portland,OR,5.0,"Southern, Cajun/Creole, Seafood, Restaurants"
Mulligan's Bar & Grill,XXFCvc2vRvQWuZvPcDPx9Q,Portland,OR,3.0,"Nightlife, Restaurants, American (Traditional), Bars"
Scramblers,9ONPcMrl54Re6h9IuIleRg,Hilliard,OH,3.5,"American (Traditional), Restaurants, Breakfast & Brunch, Gluten-Free"
Le Cafe De Paris,YQGPI7PvX01FUgjlLbpMuw,Orlando,FL,4.5,"Cafes, Sandwiches, Breakfast & Brunch, Restaurants, French, Food, Coffee & Tea"
Sobik's Subs,_gwEMiM98RuqIvs5gsbrMw,Sanford,FL,3.5,"Sandwiches, Restaurants"
Sus Hi Eatstation,MHJxve6Y76BcXCtJ7rS-BA,Orlando,FL,4.0,"Japanese, Restaurants, Asian Fusion, Sushi Bars"
Gloria's Latin Cuisine,bXLfGGLx61eEjjL2iKkO3g,Austin,TX,3.5,"Mexican, Latin American, Restaurants, Tex-Mex"
Sweet Lemons,yD3IIoIrXz8CKGpjAIzaQw,Weymouth,MA,4.0,"Thai, Restaurants"
Mr T's Pizza,5jdd3oasEphZK5S3wkFxGQ,Gahanna,OH,4.0,"Restaurants, Pizza"
Shawarma Corner,jdn_4RoqraiGjk-q4NLuqw,New Westminster,BC,4.5,"Food, Middle Eastern, Mediterranean, Donairs, Restaurants"
Henbit at Faregrounds,Z-wxLQ9ry_sFzwJo1LF4NA,Austin,TX,4.0,"Restaurants, Fast Food, American (New), Breakfast & Brunch"
TooJay's,yILW6acEC-_oiMM-MKFD-w,Orlando,FL,3.5,"Restaurants, Sandwiches, Delis, American (Traditional), Breakfast & Brunch, Event Planning & Services, Salad, Caterers"
Tim Hortons,lxSSA3HHe7qL-WJcURR8gw,North Vancouver,BC,2.0,"Breakfast & Brunch, Coffee & Tea, Food, Restaurants, Sandwiches"
Money Bowl,fP6Fw0ff7_aedoiRg9v2cQ,Portland,OR,3.0,"Chinese, Restaurants, Farmers Market, Food"
Atlanta Bread,gkjZQWE_O2-Fpe_cKji9Xw,Atlanta,GA,3.0,"Sandwiches, Food, Coffee & Tea, Restaurants, Bakeries"
Perry’s Steakhouse & Grille - Northside,8lvvoL66qTlO1sLua3Dr8g,Austin,TX,4.0,"American (Traditional), Steakhouses, Restaurants, Seafood, American (New)"
The Angel Pub,xK_rH2X_xZ15Y-C-tOJ9Fg,Decatur,GA,4.0,"Bars, Nightlife, Pubs"
Salem Food Market,GK5XKJKlpCrEVuJJjG3gcQ,Dedham,MA,4.5,"Italian, Restaurants, Sandwiches, Delis"
The Meat Up,7KkuqmaiVc0bIJYzIHmSIg,Vancouver,BC,3.5,"Szechuan, Hot Pot, Chinese, Restaurants, Barbeque"
Rondo's Sub Shop,KbLm8n_ikUMkdx3Lz17u7A,Boston,MA,4.5,"Sandwiches, Restaurants, Cheesesteaks, Burgers"
Malone Specialty Coffee,szfYA_PIfeMzfhjXq3D6ew,Austin,TX,4.0,"Food, Coffee & Tea, Cafes, Coffee Roasteries, Juice Bars & Smoothies, Restaurants, Breakfast & Brunch, Food Trucks"
Kitchen on the Bend,Et1m4rLl4yWkQ4g5pSk6GA,Austin,TX,3.5,"Italian, American (Traditional), Restaurants, Seafood, American (New), Sandwiches, Pizza"
Buster's Texas Style Barbecue,xsGis_SGD37fiY2Kfovpfg,Portland,OR,3.5,"Restaurants, Barbeque"
K Cafe,gnNl71R3D5TlMnqpzelSvg,Vancouver,BC,4.0,"Cafes, Coffee & Tea, Food, Korean, Restaurants"
Himalayan Bistro,j5XfQc5o6aqlYC7XRhuY9Q,West Roxbury,MA,4.0,"Pakistani, Restaurants, Indian, Himalayan/Nepalese"
Yah Yah Ya Ramen,6mu04eyRBGj1AQh3Smoe4w,Richmond,BC,3.5,"Noodles, Japanese, Restaurants, Ramen"
Pizza Schmizza Pub & Grub,exi2Sq6n3Fy2SueIdk4HQg,Portland,OR,3.5,"Bars, Nightlife, Restaurants, Sports Bars, Pubs, Pizza"
808 Grinds Hawaiian Cafe,eOseyvtaFHwVKAS0GePV4g,Portland,OR,4.5,"Food, Hawaiian, Restaurants"
Hardee's,VUp-bTjJvhT9sGae6H4phg,Ellenwood,GA,2.0,"Burgers, Restaurants, Fast Food"
Flat Breads,9aAHft8x9mJwAeFfEjK5nw,Chestnut Hill,MA,3.5,"Sandwiches, Restaurants, Delis"
Flower Pepper Restaurant,ctZGHIy_g7QYwgeFa0BNnQ,Boulder,CO,4.0,"Chinese, Restaurants"
QMart,Vt19ATiZWFiaBxXtozU0OQ,Austin,TX,2.0,"Tacos, Mexican, Restaurants, Food, Convenience Stores, Beer, Wine & Spirits, Automotive, Sandwiches, Gas Stations"
Apron,SsqxHuFV-kqoT9SwFBINVQ,Atlanta,GA,4.0,"Restaurants, American (New)"
Zoup!,mBLX3LxfjJ6FqDz6XXX_0Q,Columbus,OH,3.0,"Soup, Salad, Sandwiches, Restaurants"
Galleria Specialty Mall,rcxokgi8uG9UigqU6mr71A,Atlanta,GA,2.5,"Fashion, Shopping Centers, Women's Clothing, Men's Clothing, Shopping, Flowers & Gifts, Restaurants"
Panda Express,xW8jo99lBxTj78oKfuhXPg,Vancouver,WA,2.5,"Fast Food, Restaurants, Chinese"
Domino's Pizza,fn_v02T2Zcxv9J1BHILdRA,Austin,TX,2.5,"Chicken Wings, Sandwiches, Pizza, Restaurants"
Sixty Vines,HddI4LUzPbPyjGLlEopHwg,Winter Park,FL,4.5,"Italian, American (New), Nightlife, Wine Bars, Pizza, Bars, Restaurants"
Petite Violette,95G2Y2-of1jFYNndCSWtkw,Atlanta,GA,3.5,"Restaurants, French, Salad"
McDonald's,sLa7taC01JBh-plNfPcIwQ,Austin,TX,1.5,"Burgers, Coffee & Tea, Restaurants, American (Traditional), Fast Food, Food"
J's Wok Restaurant,5n53SIf9J1d6wLJzZfyzYQ,Coquitlam,BC,2.5,"Chinese, Food, Ethnic Food, Restaurants, Specialty Food, Imported Food"
285 Colonial Kitchen,a5Kecq-9yNHJZ52H93mVlg,Atlanta,GA,4.5,"Vietnamese, French, Breakfast & Brunch, Restaurants, Nightlife, Wine Bars, Bars, Seafood"
Lizzy's Ice Cream,Tk2bAGwbNYyljiEmNYuz_w,Needham,MA,4.0,"Food, Coffee & Tea, Food Delivery Services, Ice Cream & Frozen Yogurt, Cafes, Restaurants"
Cappy's Pizza & Subs,5qsE6LCDjoSc4YFBZHVVtQ,Jamaica Plain,MA,2.5,"Restaurants, Pizza, Sandwiches, Italian"
Sea Dog Brew Pub,oK9k2KDRAnC5v2iChBDZbQ,Hull,MA,3.0,"Pubs, Comfort Food, Fish & Chips, Nightlife, Seafood, Bars, Restaurants"
Five Guys,WvgIt4CHRACrKiXpdNikTg,Columbus,OH,3.5,"American (New), Fast Food, Restaurants, Burgers"
Spice & Pepper,P5j5SNegEZWdySKij-eyqA,Wayland,MA,4.0,"Thai, Restaurants"
North Highland Pub,mQyXYfNoVMXp8KmtHsJVgg,Atlanta,GA,4.0,"American (New), Restaurants"
The Hive Social,m_wBI0lcUgqcTKcA9qJhcA,Oregon City,OR,4.0,"Food, Restaurants, Coffee & Tea, Breakfast & Brunch"
Blanchards - Allston,3cp5UNPdoAe-saPE7wtYUQ,Allston,MA,3.5,"Food, Community Service/Non-Profit, Web Design, Local Services, Seafood, Pizza, Restaurants, Beer, Wine & Spirits, Food Banks, Professional Services"
Wendy's,yNRjTgohBpTX5i312f371Q,Coquitlam,BC,1.5,"Fast Food, Burgers, Restaurants"
Goodalls Kitchen and Bar,Nj9ZmTcgWzLUpmssW33AVQ,Austin,TX,3.5,"Bars, Tea Rooms, Cocktail Bars, Restaurants, Food, Breakfast & Brunch, Nightlife, American (Traditional), American (New)"
Red Lion Hotel on the River Jantzen Beach,Gwzysbyl6yWyxKxgRfyjoA,Portland,OR,3.0,"Event Planning & Services, Hotels, Hotels & Travel, Restaurants"
Starbucks,vJ6jWumV-5HUrGKceJl2Iw,West Linn,OR,3.5,"Restaurants, Coffee & Tea, Food"
Brother's Roast Beef,WvMGAs50h7RJkjy13bj9pQ,Dedham,MA,3.0,"Pizza, American (Traditional), Restaurants, Sandwiches"
Kelsey's Pizza,url6Xs54Ves-Bmcjg6DPUg,Port St John,FL,3.5,"Pizza, Restaurants"
McDonald's,-68Xf4rOwkeNdkZ1jI8VXw,Reynoldsburg,OH,1.5,"Fast Food, Food, Restaurants, Burgers, Coffee & Tea"
Jimmy John's,dSeUh49lbaFxw6zqQR5t0A,Columbus,OH,3.0,"Restaurants, Delis, Sandwiches, Fast Food"
Waves Coffee House,rD1lITRAeJXXevbP5IoInQ,Vancouver,BC,3.0,"Cafes, Restaurants, Food, Coffee & Tea"
Agave Azul Cocina Mexicana,gQzgcNIYIEreaqpSP2A8vQ,Winter Springs,FL,4.0,"Mexican, Restaurants"
Breaking Grounds Cafe,wJDebTke22kInCLVoDSdHw,Peabody,MA,4.5,"Coffee & Tea, Restaurants, Food, Bakeries, Cafes"
Fresh To Order,dlq8ENCS5nFDOuCChLkp_A,Atlanta,GA,4.0,"Sandwiches, Salad, Restaurants, Breakfast & Brunch"
La Cita Golf & Country Club,aeJyWPJVo2JqG4iLPRYqKA,Titusville,FL,4.0,"Arts & Entertainment, Nightlife, American (Traditional), Country Clubs, Resorts, Breakfast & Brunch, Hotels & Travel, Venues & Event Spaces, Event Planning & Services, Active Life, Restaurants, Golf, Bars"
Subway,TfVX4WQAfNyGffz0t7ZIkA,Vancouver,BC,2.5,"Restaurants, Fast Food, Sandwiches"
Room 122,eIs_TzNdHAvxFTZkzeFx7g,Beaverton,OR,4.5,"Pubs, Nightlife, Beer Bar, Bars"
The Cobbler Cafe,z0_fs0wzXA9J8DLDEqRcBA,Titusville,FL,2.5,"Breakfast & Brunch, Cafes, Restaurants"
Vazquez Restaurant,KLZNYrPiFOZAvUrtQE6MiA,Austin,TX,4.0,"Mexican, Restaurants"
Chick-fil-A,Iyg8ikQYmxX9B4taSbgJTQ,Davenport,FL,3.5,"Restaurants, Event Planning & Services, Fast Food, Caterers"
El Pollo Rico,CSnVkP0L1rr7LoyJ9LYA4g,Austin,TX,3.5,"Restaurants, Mexican"
Flaming Bird,OiyyEcee4WgjiP-weAfX8Q,Kyle,TX,3.5,"American (Traditional), Restaurants"
No. 9 Park,uYqizPy4eUSpwOha0RkVPg,Boston,MA,4.0,"Italian, Restaurants, American (New), Bars, Nightlife, French"
Wendy's,cEU9TVD2tjAiHsFn49pYGQ,Columbus,OH,1.0,"Hot Dogs, Restaurants, Burgers, Fast Food"
Taqueria Arandas,MoDX6fbr0e_Sls_TUxeD_w,Austin,TX,4.0,"Restaurants, Mexican, Tex-Mex"
DiBella's Subs,8HsZjmmL3kubINToJ1yN3w,Columbus,OH,3.5,"Salad, Restaurants, Food, Sandwiches, Delis"
Bagel World Victoria Square,4yUrPUK0zSpvoE3QVZhTlw,Merritt Island,FL,4.0,"Sandwiches, Food, Restaurants, Bagels"
Thai Space,s7iIZJqkVswdRnHZC8c_Mg,Merritt Island,FL,4.5,"Thai, Restaurants, Japanese, Salad"
The Olive Tree Mediterranean Café,t-UaulQ_HOh2dt144UzawQ,Hilliard,OH,4.5,"Middle Eastern, Vegan, Cafes, Restaurants, Mediterranean"
Fleck,KZMXt4da-rflDZBUaPtgbw,Newton Highlands,MA,4.0,"Cafes, Sandwiches, Breakfast & Brunch, Food, Coffee & Tea, Restaurants"
Zaxby's Chicken Fingers & Buffalo Wings,ybZgRIChXgjCSBZhS8KSyQ,Orange City,FL,3.0,"American (New), Restaurants, Chicken Wings, Fast Food, Salad"
Pad Thai Kitchen,hXbH-dbjxApGnasvKNSnIg,Portland,OR,4.0,"Restaurants, Thai"
Honjin Ramen,9Vndwwj606L64OZe3vmluw,Coquitlam,BC,3.5,"Ramen, Restaurants, Japanese"
Five Guys,B5gKDHVBm93cjOztCUHNGA,Columbus,OH,3.5,"Restaurants, American (New), Burgers, Fast Food"
Red Bowl Asian Bistro,M3yxURl7qDk9qhStHK0-cg,Deltona,FL,3.5,"Japanese, Restaurants, Thai, Chinese"
25 Ichi,_K3NzN5VStuN7_MiTsnL4A,Tigard,OR,4.5,"Korean, Asian Fusion, Restaurants, Japanese"
Sunshine Noodles,Ew8omVjGkvbtjy324r2cGQ,Portland,OR,4.5,"Chicken Wings, Restaurants, Noodles, Asian Fusion, Cambodian"
Twinkle Thai,7BsPIPkIHH_dD1V-ExPJzw,Burnaby,BC,4.0,"Restaurants, Asian Fusion, Thai"
Rialto Poolroom Bar & Cafe,Q5tXTitAvsbuKPADOBFPpA,Portland,OR,3.0,"Sandwiches, Pool Halls, Burgers, Nightlife, Sports Bars, Bars, Dance Clubs, Restaurants, Pizza"
Clay Oven Indian Cuisine,c2728wDcJXy2cAbQi9IWKg,Kissimmee,FL,3.5,"Restaurants, Indian"
The Keep,yoJY6Yz20hLeEK_HQ-odYA,Columbus,OH,3.5,"Tapas/Small Plates, Cocktail Bars, Restaurants, French, Bars, American (Traditional), Nightlife"
Asado's Taqueria,IrIN-WTNT5XzsCSnfugqrA,Austin,TX,5.0,"Mexican, Restaurants, Tacos, Fast Food"
Eat Greek Express,ZNg54UUskWMsn1C6je1XqA,Columbus,OH,5.0,"Delis, Mediterranean, Restaurants, Greek"
La Scala Restaurant,_S4j-74ZR4MUkWdiMlBoFQ,Randolph,MA,3.5,"Restaurants, Italian, Wine Bars, Nightlife, Bars"
Chipotle Mexican Grill,q5EE0fhtcHFcoY0lKy5PXA,Grove City,OH,2.5,"Fast Food, Mexican, Restaurants"
Yagger's,RahWlZ_q_jtDJ-sEyPDTlg,Vancouver,BC,4.0,"Barbeque, Sports Bars, Canadian (New), Fast Food, Bars, American (Traditional), Pubs, Nightlife, Restaurants"
Mumtaz Mediterranean Food,Al44jqeG7TNY5fGdDCYkXg,Lafayette,CO,4.0,"Mediterranean, Restaurants, Desserts, Food, Specialty Food, Greek, Ethnic Food"
McDonald's,9zQvhQsRUrzYtjoijsSVEg,Austin,TX,2.0,"Coffee & Tea, Restaurants, Food, Burgers, Fast Food"
Romeo's NY Pizza,Rpjhb-yL6sy0TXc9gCA64g,Atlanta,GA,2.5,"Restaurants, Italian, Pizza, Chicken Wings"
El Azteca Mexican Restaurant,G9eddxjBbiDIigsX-MTR0A,Atlanta,GA,2.5,"Mexican, Restaurants"
First Watch,ctXS9b28KDe-5XjKGYj7Sg,Orlando,FL,4.0,"Restaurants, Cafes, American (Traditional), Breakfast & Brunch"
Sunshine Brazilian Restaurant,aeX2kSfJlqIIoJfi1F8vzw,Stoughton,MA,4.5,"Food, Breakfast & Brunch, Brazilian, Restaurants"
Woodstock Wine & Deli Co,HhiUtinFjXsdEVUoaYLCAQ,Portland,OR,4.0,"Cheese Shops, Food, Restaurants, Delis, Beer, Wine & Spirits, Specialty Food"
Son's of Shephanie's,-PnBhBBSy-zbz0-NbJyQYg,Norwood,MA,4.0,"Restaurants, American (New), Cafes, Soul Food, Southern, Barbeque"
Ma Now Thai Kitchen,Yns2eROqk-f4BUL8YiuBAA,Port Coquitlam,BC,4.5,"Restaurants, Thai"
Americano,_smV4HviZ772odpworDhfQ,Portland,OR,4.0,"Coffee & Tea, Nightlife, American (Traditional), Cocktail Bars, Bars, Food, Cafes, Restaurants"
Bagel World,hvTAK-S3vN5gm8vfQKWUQA,Orlando,FL,4.0,"Breakfast & Brunch, Sandwiches, Restaurants, Bagels, Food"
NOM NOM Restaurant & Grill,TfWcRkBUAqVIW10zaM3lzw,Vancouver,WA,4.0,"Vietnamese, Soup, Seafood, Nightlife, Chinese, Thai, Restaurants, Noodles, Bars, Gluten-Free, Asian Fusion, Salad"
Junior Colombian Burger,FjXY2wqQM6oVgrf_69S0ZQ,Orlando,FL,4.0,"Spanish, Restaurants, American (Traditional), Burgers"
Bamboo Thai Kitchen,PL0xy29--FEHr9-u8xk5Yg,Columbus,OH,4.0,"Restaurants, Thai, Vietnamese"
Giano Caffe & Gelato,t1KYwIC09iYEB6GAgl8LYg,Orlando,FL,3.5,"Food, Gelato, Restaurants, Cafeteria, Cafes, Cupcakes"
Jade Dragon Chinese Restaurant & Lounge,3n5Nl5qTg4eXVesY-CrmXg,Portland,OR,3.0,"Chinese, Restaurants"
Nikkyu Japanese Restaurant,jPvAuma6y7Wf5XskgN6qKg,Vancouver,BC,2.5,"Restaurants, Japanese"
High 5,8CV0WtrKQ-o4KYNXSqWgLg,Lakeway,TX,4.0,"American (Traditional), Bowling, Active Life, Arcades, Laser Tag, American (New), Arts & Entertainment, Axe Throwing, Restaurants"
Roque Pub,Mw9Locfp_Qc_T_QDyLR3cQ,Orlando,FL,4.5,"Restaurants, American (New), Sandwiches, Bars, Food, Nightlife, Event Planning & Services, Beer, Wine & Spirits, Venues & Event Spaces, Pubs"
Bob & Al's Pizza,DBT8Dle8kvNuCz4kCHEE1A,Burnaby,BC,4.5,"Pizza, Restaurants"
GreCo,_vCiu6tvTqaHiT67caPBVw,Boston,MA,4.5,"Wraps, Soup, Restaurants, Mediterranean, Salad, Food, Greek"
The Laughing Goat,XyetizHlcU7M96mVoSzB9Q,Boulder,CO,4.0,"Coffee & Tea, Restaurants, Food"
